client_id,Variation,gendr,generation
4361106,Test,M,baby boomers
4055560,Control,M,millenial
2638234,Control,U,millenial
8360430,Control,F,baby boomers
8517967,Test,F,generation x
995510,Test,M,generation x
778534,Test,M,generation x
4396444,Control,M,generation x
4716594,Test,U,generation x
3648974,Control,U,millenial
7094844,Test,M,silent generation
6317256,Test,U,millenial
4706274,Control,F,millenial
9610725,Test,F,baby boomers
7791817,Test,F,generation x
2092631,Test,M,silent generation
1473551,Control,U,millenial
2084475,Test,U,generation x
1480622,Test,F,generation x
7388626,Test,M,generation x
4264988,Test,F,baby boomers
3806379,Test,F,generation x
4502817,Test,U,baby boomers
649865,Test,U,generation x
4253435,Test,F,baby boomers
5020449,Control,M,generation x
2675470,Test,F,baby boomers
7262401,Test,M,baby boomers
3333833,Control,F,generation x
7993028,Control,F,millenial
7161415,Control,M,baby boomers
1261353,Test,U,generation x
3526399,Control,M,millenial
9169849,Test,M,baby boomers
5799151,Control,M,baby boomers
1031166,Control,F,generation x
9967868,Test,U,millenial
7881522,Control,M,millenial
2689880,Test,M,generation x
2844725,Control,M,millenial
9971962,Test,F,generation x
3367503,Control,U,generation x
4507678,Test,F,millenial
1320408,Control,M,generation x
8402663,Control,F,baby boomers
3093790,Test,F,baby boomers
6613881,Control,U,baby boomers
6133577,Control,M,silent generation
7346292,Test,U,millenial
8389387,Control,M,millenial
4544412,Test,M,generation x
8844038,Control,U,millenial
3840710,Test,F,baby boomers
3623471,Control,M,generation x
9675490,Control,F,silent generation
2551555,Test,F,millenial
5858388,Control,M,millenial
2131562,Control,M,silent generation
3501299,Test,U,baby boomers
5031420,Control,U,baby boomers
8415235,Test,U,millenial
663694,Test,M,generation x
2898308,Test,F,millenial
3019793,Control,F,baby boomers
6845739,Control,M,millenial
4754082,Control,F,baby boomers
3813598,Control,M,baby boomers
6473469,Test,M,generation x
4895382,Control,M,millenial
2256857,Test,M,generation x
4210655,Test,F,generation x
7170515,Control,F,baby boomers
2195277,Test,U,baby boomers
2058776,Test,U,baby boomers
6018767,Test,U,generation x
2325282,Control,U,baby boomers
2224552,Control,U,baby boomers
8082631,Test,M,millenial
1209410,Control,F,silent generation
7388571,Control,F,generation x
7183284,Control,U,baby boomers
4796690,Test,F,millenial
2698849,Control,U,generation x
9207914,Test,F,baby boomers
791775,Test,M,generation x
193835,Control,F,silent generation
5544739,Control,U,baby boomers
6372964,Control,F,baby boomers
7619691,Control,U,millenial
898036,Test,F,millenial
2031853,Test,U,baby boomers
4889644,Test,F,millenial
8619261,Control,F,millenial
6356072,Control,F,generation x
1115147,Test,F,millenial
3864344,Test,M,millenial
9564062,Test,F,generation x
8984851,Control,U,millenial
370200,Test,U,millenial
9013527,Test,F,baby boomers
3543954,Test,M,baby boomers
4030233,Test,F,baby boomers
1250068,Control,M,generation x
3570973,Control,U,generation z
644625,Test,U,baby boomers
7168003,Test,F,silent generation
7789902,Control,U,generation x
4888228,Control,U,millenial
9697625,Control,M,generation x
7131057,Test,M,baby boomers
1976268,Control,U,millenial
7843655,Control,M,generation x
1676036,Control,M,millenial
4358124,Control,M,baby boomers
672407,Control,F,baby boomers
8629780,Test,F,baby boomers
7387734,Control,F,baby boomers
473328,Test,F,baby boomers
6248189,Test,M,baby boomers
2105966,Control,F,baby boomers
7616453,Test,M,baby boomers
3810894,Control,F,baby boomers
784015,Control,F,baby boomers
5031199,Control,U,baby boomers
4030266,Test,M,silent generation
4103512,Control,U,millenial
752336,Control,M,generation x
4158404,Control,U,generation x
6995051,Control,F,generation x
7255011,Control,U,millenial
4122372,Control,F,generation x
3706368,Test,U,generation x
2653428,Test,M,baby boomers
1839130,Test,U,baby boomers
4522333,Test,F,baby boomers
8715743,Control,F,generation x
7582906,Control,F,generation x
1617471,Test,M,generation x
7114214,Test,U,millenial
3440791,Control,M,millenial
5900386,Test,M,generation z
93127,Control,U,generation x
8212840,Test,M,generation x
2038365,Control,M,baby boomers
4345309,Test,U,millenial
9582515,Test,M,generation x
8577484,Test,M,generation x
1762647,Test,M,millenial
8515299,Control,U,millenial
7208557,Test,M,baby boomers
6795578,Control,M,generation x
6102190,Test,F,millenial
1523399,Test,U,millenial
8466350,Test,U,generation x
7498309,Control,U,generation x
1990964,Control,F,generation x
9271462,Test,F,generation x
9542161,Test,F,generation x
8148869,Control,F,baby boomers
5128877,Test,U,generation x
3173760,Control,M,millenial
237822,Control,M,baby boomers
3714371,Control,U,baby boomers
1068491,Control,F,generation x
6708001,Control,F,baby boomers
9103394,Test,M,generation x
7875996,Test,U,baby boomers
4488919,Control,U,millenial
9052626,Control,U,millenial
2412642,Test,U,millenial
2282626,Control,M,baby boomers
5395795,Control,M,generation x
7512367,Control,U,millenial
2379890,Control,U,millenial
5410293,Test,M,baby boomers
9944715,Control,M,generation x
7550339,Control,F,generation x
2709237,Test,U,baby boomers
7478542,Test,M,generation x
5163802,Test,F,baby boomers
568086,Control,U,millenial
7920313,Control,M,millenial
9664478,Control,F,baby boomers
9132649,Test,M,millenial
5900728,Test,F,generation x
779691,Control,F,silent generation
5508214,Test,M,baby boomers
4559825,Test,U,baby boomers
9235724,Test,F,generation x
4048954,Control,U,baby boomers
7812814,Control,F,generation x
1304930,Control,U,millenial
2515256,Test,M,baby boomers
5152060,Test,M,millenial
8752898,Test,U,millenial
4974222,Test,F,millenial
1927568,Test,U,millenial
718721,Test,M,silent generation
7365988,Test,U,baby boomers
4928864,Test,F,generation x
3407269,Control,M,millenial
4582201,Control,U,baby boomers
8826014,Test,F,generation x
7635887,Test,F,baby boomers
16095,Control,U,millenial
7654435,Test,U,baby boomers
2519148,Test,M,baby boomers
1138735,Control,F,baby boomers
2186741,Control,M,generation x
6711126,Control,U,millenial
4522046,Test,U,baby boomers
9542357,Control,U,baby boomers
2541695,Test,U,millenial
396523,Control,M,generation x
8203352,Control,F,baby boomers
2242768,Control,F,baby boomers
6367571,Test,M,baby boomers
1953048,Test,F,millenial
3161378,Control,M,generation x
455589,Test,F,baby boomers
4881930,Test,F,silent generation
7098988,Test,F,millenial
2176802,Test,F,baby boomers
8336492,Control,M,generation x
2126508,Test,F,millenial
1555557,Test,F,generation x
2091795,Control,U,millenial
6800684,Control,F,baby boomers
480272,Test,U,millenial
35087,Control,M,millenial
1679014,Control,M,baby boomers
4539371,Control,U,millenial
7936415,Control,U,baby boomers
4260890,Control,M,baby boomers
5775585,Control,U,baby boomers
9718806,Control,U,millenial
9014045,Control,M,baby boomers
9730778,Test,U,silent generation
2402872,Control,F,baby boomers
4339110,Test,M,generation x
2434428,Test,M,baby boomers
6049084,Control,U,millenial
66160,Test,U,millenial
9468476,Test,F,millenial
9296843,Test,M,silent generation
3477535,Control,U,generation z
9417304,Test,F,silent generation
2221950,Control,F,baby boomers
363952,Test,F,baby boomers
2169790,Test,M,baby boomers
9726591,Test,M,baby boomers
3353040,Test,F,generation x
233312,Test,U,millenial
3388144,Control,U,generation x
4374222,Test,M,millenial
3908093,Control,U,baby boomers
8984450,Control,U,generation x
4220565,Test,F,baby boomers
8264467,Test,F,millenial
574136,Control,U,generation x
9292391,Test,F,millenial
7119919,Control,F,millenial
3130099,Test,F,generation x
7984069,Test,M,baby boomers
6097544,Test,U,millenial
979778,Test,M,silent generation
8707005,Test,U,generation x
6076607,Test,M,baby boomers
5020123,Test,F,millenial
1300694,Test,U,millenial
8499329,Control,U,millenial
3349040,Test,F,baby boomers
5508268,Control,U,generation x
5941144,Test,M,millenial
8076343,Control,U,generation x
3272462,Test,F,generation x
750766,Test,U,baby boomers
888682,Control,M,generation x
6244133,Test,U,millenial
3835303,Test,F,millenial
9584266,Control,F,baby boomers
8454778,Test,M,baby boomers
9574316,Control,U,millenial
4035366,Control,F,baby boomers
4702003,Control,U,millenial
3952364,Control,M,generation x
1650896,Test,U,baby boomers
138395,Control,F,baby boomers
6692086,Test,U,millenial
2489460,Control,F,baby boomers
3960280,Test,F,silent generation
3574793,Test,U,millenial
72221,Control,M,generation x
1425785,Test,F,baby boomers
3069378,Control,U,baby boomers
9634085,Control,M,millenial
4943650,Test,F,millenial
148076,Control,M,baby boomers
5494638,Test,M,generation x
9550519,Control,F,baby boomers
4058187,Control,U,generation x
9815086,Control,M,baby boomers
9549571,Test,U,baby boomers
273721,Test,F,millenial
5171446,Test,M,baby boomers
7910014,Control,M,silent generation
3773516,Control,F,generation x
3263636,Test,F,millenial
2220546,Test,M,millenial
5033521,Control,M,baby boomers
4832297,Test,U,silent generation
3082507,Control,M,baby boomers
1963938,Test,F,generation x
2370747,Test,F,silent generation
2319496,Test,M,generation x
4029048,Control,U,generation x
1474213,Control,U,generation x
9397189,Control,M,baby boomers
2768437,Test,M,baby boomers
2550100,Control,M,baby boomers
7540446,Test,M,silent generation
2352141,Test,F,millenial
9883336,Test,F,generation x
3039602,Test,F,generation x
6399488,Test,F,baby boomers
7679440,Test,F,generation x
6198022,Control,F,generation x
5247830,Control,M,millenial
4877364,Test,M,silent generation
9607187,Test,U,millenial
3500630,Control,U,millenial
7628536,Control,F,silent generation
5823627,Control,M,millenial
6705487,Test,M,baby boomers
6584442,Control,M,baby boomers
9361103,Control,F,generation x
6122432,Control,M,millenial
6323047,Control,F,baby boomers
7033412,Test,U,baby boomers
520530,Test,M,generation x
9048979,Control,M,baby boomers
2634035,Control,U,baby boomers
1076454,Control,U,generation x
3954242,Test,F,generation x
5581468,Control,F,baby boomers
9166493,Test,M,millenial
4528533,Test,U,millenial
89693,Test,M,millenial
2300994,Control,F,millenial
285619,Control,M,baby boomers
5811937,Test,M,millenial
8883335,Test,U,generation z
8314183,Test,F,millenial
994090,Test,F,baby boomers
2805504,Control,F,baby boomers
8377586,Test,F,baby boomers
3071700,Test,M,baby boomers
6501568,Test,U,baby boomers
850828,Test,M,millenial
4758838,Control,M,baby boomers
3829697,Control,F,silent generation
7024103,Control,F,baby boomers
6172702,Control,F,millenial
3370035,Test,F,baby boomers
6667105,Control,M,generation x
2478030,Test,M,millenial
9623489,Test,M,baby boomers
943794,Test,U,baby boomers
7144491,Test,M,baby boomers
8181803,Test,F,baby boomers
3177871,Test,F,millenial
3416877,Control,U,baby boomers
2660120,Control,F,baby boomers
2667550,Test,F,baby boomers
9380808,Control,U,generation x
4931650,Control,M,baby boomers
3239977,Test,M,baby boomers
7652076,Test,F,generation x
8808033,Test,U,baby boomers
9163259,Control,U,baby boomers
4724224,Test,F,millenial
3923641,Test,U,millenial
2760923,Test,U,millenial
2698101,Test,M,baby boomers
8157893,Control,M,baby boomers
9262828,Control,U,baby boomers
1011263,Control,M,baby boomers
8569160,Control,F,generation x
8114712,Test,M,baby boomers
9253156,Test,F,millenial
8592056,Test,U,baby boomers
6791845,Test,M,baby boomers
3680890,Control,U,generation x
1364356,Control,U,millenial
7250450,Control,U,generation x
4518527,Test,U,baby boomers
6120307,Control,M,millenial
5439077,Control,M,silent generation
9159526,Control,U,millenial
538600,Test,U,generation x
2006518,Control,M,baby boomers
9719526,Control,F,millenial
7875563,Test,F,millenial
8984082,Test,U,generation x
4870070,Control,U,millenial
4325419,Test,M,generation x
6293541,Test,U,baby boomers
873963,Control,M,baby boomers
3126841,Control,F,baby boomers
8685018,Control,F,millenial
689630,Test,M,generation x
8670757,Control,F,silent generation
9079865,Test,F,millenial
4879237,Test,F,baby boomers
7733500,Test,F,generation x
7714801,Test,F,generation x
1683664,Control,F,generation x
8213887,Control,U,generation x
1153234,Test,F,millenial
8196602,Test,M,generation x
8102582,Test,M,generation x
1812263,Test,U,generation x
361306,Control,M,baby boomers
9616872,Control,U,millenial
114542,Test,M,millenial
2685095,Test,M,baby boomers
3433836,Test,F,generation x
5085938,Control,U,millenial
7054811,Test,U,baby boomers
6587026,Control,F,baby boomers
9147095,Test,U,millenial
8097910,Test,F,baby boomers
6313605,Test,U,baby boomers
9484494,Test,U,baby boomers
1640739,Test,M,generation x
136978,Test,M,baby boomers
6643372,Test,M,baby boomers
4568327,Control,F,millenial
7573293,Control,F,silent generation
7092079,Test,M,millenial
5315297,Test,U,generation x
3837550,Test,U,generation x
2068954,Control,U,baby boomers
9588333,Control,M,generation x
5884191,Test,U,baby boomers
2056656,Test,U,generation z
6023415,Test,M,millenial
9114360,Test,M,baby boomers
1391630,Control,M,generation x
5061610,Test,U,baby boomers
1486850,Control,F,generation x
3255508,Test,M,generation x
5425529,Test,M,generation x
5412691,Test,M,baby boomers
332287,Test,F,generation x
1326458,Control,M,generation x
7490608,Control,F,baby boomers
8517414,Control,F,generation x
6133626,Control,U,baby boomers
4015993,Test,U,millenial
7745725,Test,M,baby boomers
9077544,Control,F,generation x
9045161,Control,M,silent generation
7372519,Test,U,baby boomers
3571028,Test,M,baby boomers
3123158,Test,U,generation x
2769429,Test,U,generation x
1549430,Test,M,millenial
8337723,Test,M,baby boomers
2692143,Test,U,millenial
61650,Test,M,generation x
7833990,Test,U,generation x
1256390,Test,M,generation x
1538557,Control,U,millenial
1842548,Control,F,generation x
2517465,Test,M,millenial
6640236,Test,F,millenial
7404909,Test,F,millenial
1006456,Control,F,generation x
2433851,Control,F,baby boomers
7893738,Test,U,baby boomers
8947417,Test,U,baby boomers
7909733,Control,U,millenial
5244179,Control,M,generation x
6868984,Control,M,baby boomers
4399935,Control,F,generation x
9928220,Test,M,generation x
9314624,Test,U,millenial
7950766,Test,U,baby boomers
2646824,Control,M,generation x
588424,Test,M,baby boomers
7103902,Control,M,baby boomers
8235124,Test,U,millenial
9489239,Control,M,generation x
8974088,Control,M,millenial
6608763,Test,M,generation x
2899242,Test,M,baby boomers
3174716,Control,M,baby boomers
9073948,Control,U,baby boomers
3855683,Control,M,baby boomers
8360030,Control,F,millenial
6310137,Control,M,generation x
5744690,Control,F,millenial
6965013,Test,U,millenial
1367442,Test,U,baby boomers
3493560,Test,U,millenial
375504,Test,M,generation x
6597238,Test,M,millenial
1131700,Control,M,baby boomers
5768114,Test,M,baby boomers
9278844,Test,M,silent generation
6400280,Control,M,millenial
9160960,Control,U,millenial
8205983,Test,U,millenial
6526572,Control,F,baby boomers
7177216,Test,F,generation x
2437348,Test,M,generation x
5161244,Control,M,millenial
4760156,Control,M,baby boomers
7760221,Control,F,baby boomers
9218276,Test,U,millenial
4285382,Control,U,generation x
3914712,Test,F,baby boomers
3519710,Control,U,millenial
1077656,Control,M,generation x
2694432,Test,M,silent generation
7474982,Control,F,baby boomers
7074517,Control,F,millenial
5050473,Control,M,silent generation
2772323,Test,M,baby boomers
7617417,Control,M,silent generation
391817,Control,U,millenial
6088001,Test,U,silent generation
8598364,Test,U,millenial
1051082,Control,F,millenial
6312909,Test,M,generation z
2778117,Test,F,generation x
8642933,Test,M,baby boomers
5812236,Test,F,baby boomers
4990904,Control,U,millenial
3366593,Test,F,baby boomers
2145029,Test,F,baby boomers
8536134,Control,M,baby boomers
3317639,Test,M,baby boomers
8535521,Test,F,baby boomers
9166062,Test,M,baby boomers
